BAIRRO,TIPOESC,num_alunos
PARQUE FONGARO,CEI DIRET   ,325
VILA BANCARIA MUNHOZ,CEI INDIR   ,325
VILA GOMES CARDIM,CEI DIRET   ,325
VILA MONUMENTO,CEI INDIR   ,325
VILA SEABRA,CEI DIRET   ,325
JARDIM ANGELINA,CEI DIRET   ,324
JARDIM PEDRO JOSÃ‰ NUNES,CEI INDIR   ,324
JARDIM SAO PEDRO ZONA SUL,CEI INDIR   ,324
JARDIM SÃƒO JORGE,CEI DIRET   ,324
VILA BUTANTA,MOVA      ,324
CONJUNTO HABITACIONAL PADRE JOSÃ‰ DE ANCH,CEI INDIR   ,323
CONJUNTO HABITACIONAL TURÃSTICA,CEI INDIR   ,323
JARDIM DAS OLIVEIRAS,CEI DIRET   ,323
JARDIM DAS OLIVEIRAS,CEI INDIR   ,323
JARDIM MITSUTANI,MOVA,323
PIRAJUSSARA,MOVA        ,323
RECANTO CAMPO BELO,CR.P.CONV   ,323
VILA CALIFORNIA,CEI INDIR   ,323
VILA LIBANESA,CR.P.CONV   ,323
VILA RENATO (ZONA NORTE),CR.P.CONV ,323
VILA RENATO ZONA NORTE,CR.P.CONV   ,323
CHACARA TATUAPE,EMEI        ,322
JARDIM CAMPOS,CEI DIRET   ,322
JARDIM NICE,CR.P.CONV   ,322
JARDIM PIRATININGA,CR.P.CONV   ,322
JARDIM PRUDENCIA,CR.P.CONV   ,322
JARDIM SAO CARLOS,CEI INDIR   ,322
PARQUE CASA DE PEDRA,CR.P.CONV   ,322
PARQUE SONIA,CEI DIRET   ,322
VILA CELESTE,CR.P.CONV ,322
VILA CONDE DO PINHAL,CR.P.CONV   ,322
CHACARA CRUZEIRO DO SUL,CEI DIRET   ,321
JARDIM ADELFIORE,CEI DIRET   ,321
JARDIM COLOMBO,CR.P.CONV ,321
JARDIM COLONIAL,CEI DIRET   ,321
JARDIM COMERCIAL,CEI INDIR   ,321
JARDIM MARACANÃƒ,CR.P.CONV   ,321
VILA SANTA LÃšCIA,CEI DIRET   ,321
CIDADE JÃšLIA,CR.P.CONV   ,320
CIDADE MONCOES,EMEI        ,320
JARDIM FIGUEIRA GRANDE,CEI DIRET   ,320
JARDIM SAO PAULO,CEI DIRET   ,320
PARQUE VITÃ“RIA,CR.P.CONV   ,320
SANTO AMARO,CR.P.CONV   ,320
VILA NOVA CONCEICAO,ESC.PART.,320
CONJUNTO CITY JARAGUÃ,CEI DIRET   ,319
JARDIM PEDRO JOSE NUNES,CEI DIRET   ,319
JARDIM SAO JOAO GUAIANAZES,CR.P.CONV   ,319
JARDIM SAO PEDRO,CEI DIRET   ,319
SAO MIGUEL PAULISTA,CEI DIRET   ,319
VILA SANTO ESTÃ‰FANO,CEI INDIR   ,319
CONJ HABIT BRIGADEIRO FARIA LIMA,CEI DIRET   ,318
JARDIM ALMEIDA PRADO,CEI INDIR   ,318
JARDIM MATARAZZO,CEI DIRET   ,318
JARDIM SANTA MARGARIDA,CEI DIRET   ,318
PARQUE DOS BANCARIOS,CCA,318
JARDIM JULIETA,CEI INDIR   ,317
JARDIM MARIA RITA,CEI DIRET   ,317
PARQUE BRISTOL,CR.P.CONV   ,317
SÃƒO MIGUEL PAULISTA,CR.P.CONV   ,317
UMARIZAL,CEI DIRET   ,317
VILA PARANAGUÃ,CEI DIRET   ,317
BROOKLIN PAULISTA,CR.P.CONV   ,316
JARDIM QUISISANA VILA NOVA CURUCA,MOVA        ,316
JARDIM SANTA TEREZINHA (PEDREIRA),CR.P.CONV,316
JARDIM SANTA TEREZINHA PEDREIRA,CR.P.CONV   ,316
RESIDENCIAL SOL NASCENTE,CEI INDIR   ,316
SUMAREZINHO,CEI INDIR   ,316
VILA ANASTACIO,CR.P.CONV   ,316
VILA MORAES,MOVA        ,316
GLEBA DO PÃŠSSEGO,CEI INDIR   ,315
JARDIM BOM PASTOR,CR.P.CONV   ,315
JARDIM NAKAMURA,CEI INDIR   ,315
PARAISÓPOLIS,ESC.PART.,315
PARQUE COLONIAL,CEI DIRET   ,315
SÃO JUDAS,ESC.PART.,315
VILA BONILHA,EMEI        ,315
VILA SILVIA,CEI INDIR   ,315
CIDADE A E CARVALHO,CEI DIRET   ,314
CONJUNTO HABITACIONAL PADRE MANOEL DE PA,CEI DIRET   ,314
JARDIM AURORA (ZONA LESTE),MOVA,314
JARDIM ETELVINA,MOVA      ,314
PARQUE SAVOI CITY,CEI INDIR   ,314
PARQUE SÃƒO RAFAEL,CEI DIRET   ,314
VILA ANDRADE,CCA,314
VILA MOINHO VELHO,CR.P.CONV ,314
CAMPO BELO,ESC.PART. ,313
JARDIM CAROMBE,CEI DIRET   ,313
JARDIM VERÃ”NIA,CEI DIRET   ,313
PQ BRISTOL,CEI DIRET   ,313
AMERICANOPOLIS,MOVA        ,312
BALNEÁRIO SÃO FRANCISCO,ESC.PART.,312
JARDIM CAMPINAS,CEI DIRET   ,312
PARQUE BOA ESPERANCA,CEI INDIR   ,312
VILA GOMES CARDIM,EMEI        ,312
JABAQUARA,ESC.PART.,311
JARDIM ESTER,CEI DIRET   ,311
JARDIM MELIUNAS,CEI DIRET   ,311
JARDIM PAULISTANO,CR.P.CONV   ,311
JARDIM SAO JOSE,CEI DIRET   ,311
VILA BANCARIA MUNHOZ,CR.P.CONV ,311
VILA BANCARIA MUNHOZ,CR.P.CONV   ,311
CIDADE SAO MATEUS,MOVA        ,310
CONJ RESID ELISIO TEIXEIRA LEITE,CEI DIRET   ,310
JARDIM BARTIRA,CEI DIRET   ,310
JARDIM CAPELA,CR.P.CONV   ,310
JARDIM SILVA TELES,CEI DIRET   ,310
JARDIM UMARIZAL,ESC.PART.,310
LAPA DE BAIXO,EMEI        ,310
MARANHÃƒO,EMEI        ,310
VILA CLEMENTINO,CEI INDIR   ,310
VILA ERNA,CR.P.CONV   ,310
VILA FAZZEONI,CR.P.CONV   ,310
VILA JUREMA,CEI DIRET   ,310
CIDADE NOVA HELIOPOLIS,CEI INDIR,309
CUPECE,CEI INDIR   ,309
JARDIM GUARUJÃ,CEI DIRET   ,309
JARDIM RECORD,CEI DIRET   ,309
PEDREIRA,CR.P.CONV   ,309
VILA ANTONIO,EMEI        ,309
VILA MISSIONARIA,CEI DIRET   ,309
VILA PROGRESSO (ZONA SUL),MOVA      ,309
VILA PROGRESSO ZONA SUL,MOVA        ,309
CIDADE LÃDER,CEI DIRET   ,308
INTERLAGOS,CEI INDIR   ,308
JARDIM LEME,MOVA      ,308
JARDIM LEME,MOVA        ,308
JARDIM SAPOPEMBA,CEI INDIR   ,308
JARDIM VISTA LINDA,CEI INDIR   ,308
LIMOEIRO,CEI DIRET   ,308
PARQUE SÃO MIGUEL,ESC.PART.,308
VILA DIVA ZONA LESTE,CEI INDIR   ,308
ALTO DA RIVIERA,MOVA        ,307
CONJUNTO HABITACIONAL SITIO CONCEICAO,CEI INDIR   ,307
FAZENDA DA JUTA,MOVA        ,307
VILA ANTÃ”NIO,CEI DIRET   ,307
VILA CONDE DO PINHAL,CEI INDIR   ,307
VILA SÃƒO FRANCISCO,CEI DIRET   ,307
BOSQUE DA SAÚDE,MOVA      ,306
JARDIM ANA LUCIA,CEI DIRET   ,306
JARDIM MIRANTE,CR.P.CONV   ,306
JARDIM NOSSA SENHORA DO CARMO,CEI DIRET   ,306
JARDIM OLINDA,CCA,306
JARDIM SÃ”NIA REGINA,CEI DIRET   ,306
JARDIM UMUARAMA,CEI INDIR   ,306
JARDIM VILA CARRAO,CEI DIRET   ,306
JARDIM VILA MARIANA,ESC.PART.,306
VILA DA PAZ,MOVA      ,306
VILA PARQUE JABAQUARA,ESC.PART. ,306
JACANA,CR.P.CONV   ,305
JARDIM MACEDÔNIA,CR.P.CONV ,305
VELEIROS,CR.P.CONV   ,305
ITAQUERA,CCA,304
JARDIM AURORA ZONA LESTE,MOVA        ,304
JARDIM CAMPOS,CR.P.CONV   ,304
JARDIM RINCAO,CEI DIRET   ,304
JARDIM SÃƒO JOAQUIM,CEI DIRET   ,304
PARQUE EDU CHAVES,CCA,304
PARQUE ESPERANÇA,MOVA,304
PARQUE GRAJAÃš,CR.P.CONV   ,304
PARQUE INDEPENDENCIA,CCA,304
VILA AIMORE,CEI DIRET   ,304
VILA ALBERTINA,CEI INDIR   ,304
VILA CARRAO,CR.P.CONV   ,304
VILA PATRIMONIAL,CR.P.CONV   ,304
CAMPOS ELÃSEOS,CEI INDIR   ,303
CIDADE LIDER,CEI DIRET   ,303
JARDIM TIETE,CEI DIRET   ,303
MIRANDOPOLIS,CR.P.CONV   ,303
MOÃ“CA,CR.P.CONV   ,303
PARQUE SANTO ANTÃ”NIO,CEI DIRET   ,303
SANTA CECÃLIA,CR.P.CONV   ,303
VILA MONTE ALEGRE,CR.P.CONV ,303
JARDIM BOTUCATU,CEI DIRET   ,302
JARDIM DAS GRACAS,CR.P.CONV   ,302
JARDIM HELIAN,CR.P.CONV   ,302
MORRO DOCE,CEI INDIR,302
MORRO DOCE,CEI INDIR   ,302
PARQUE DOM JOAO NERI,CEI INDIR   ,302
PARQUE NOVO SANTO AMARO,CEI DIRET   ,302
VILA DOS REMEDIOS,CCA,302
CIDADE NOVA HELIOPOLIS,EMEI        ,301
GUAIANAZES,MOVA        ,301
JARDIM DONA SINHÃ,CEI INDIR   ,301
JARDIM LUSO,CR.P.CONV   ,301
JARDIM POPULAR,CEI DIRET   ,301
JARDIM SÃO JORGE,ESC.PART.,301
JARDIM ANDARAÃ,CR.P.CONV   ,300
JARDIM LIDERANÇA,CR.P.CONV,300
JARDIM RUTH,CEI DIRET   ,300
JARDIM SAO GONCALO,CCA,300
VILA ARICANDUVA,CEI INDIR   ,300
VILA DALVA,CEI INDIR   ,300
VILA NOVA PERUS,CEI DIRET   ,300
VILA REGENTE FEIJO,CCA,300
CIDADE CENTENARIO,CEI DIRET   ,299
JARDIM MARILIZA,CEI DIRET   ,299
VILA NAIR,CEI INDIR   ,299
AGUA BRANCA,CEI INDIR   ,298
BARRA FUNDA,CR.P.CONV   ,298
MORRO DO ÃNDIO,CR.P.CONV   ,298
PARQUE DAS FLORES,MOVA,298
PERUS,CEI INDIR   ,298
VILA EUTHALIA,CEI DIRET   ,298
VILA RIO BRANCO,CR.P.CONV ,298
VILA RIO BRANCO,CR.P.CONV   ,298
CAXINGUI,EMEI        ,297
CIDADE LIDER,CEI INDIR   ,297
JARDIM HELGA,CEI INDIR   ,297
JARDIM IPANEMA,CEI DIRET   ,297
JARDIM MARISA,CR.P.CONV ,297
JARDIM THOMAZ,CR.P.CONV   ,297
JARDIM AVELINO,CR.P.CONV   ,296
JARDIM CAROMBE,MOVA        ,296
JARDIM DA LARANJEIRA (ZONA LESTE),CR.P.CONV   ,296
JARDIM DAS FLORES,CR.P.CONV   ,296
JARDIM SABARÃ,CEI DIRET   ,296
VILA ESTER,CR.P.CONV   ,296
VILA SANTANA,CR.P.CONV   ,296
CHACARA MAFALDA,CR.P.CONV   ,295
JARDIM NAKAMURA,CEI DIRET   ,295
VILA AMALIA ZONA LESTE,CR.P.CONV   ,295
VILA ROBERTINA,MOVA        ,295
CIDADE SÃO MATEUS,CEI DIRET ,294
CIDADE SÃƒO MATEUS,CEI DIRET   ,294
GUAIAUNA,CEI INDIR   ,294
ITAIM BIBI,EMEI        ,294
JARDIM NOVE DE JULHO,CCA,294
JARDIM RAPOSO TAVARES,CEI INDIR   ,294
JARDIM TANGO,CCA,294
REAL PARQUE,CCA,294
TATUAPÃ‰,CR.P.CONV   ,294
VILA BRASILINA,CEI DIRET   ,294
VILA CALIFORNIA,CCA,294
VILA SANTA INÃŠS,MOVA        ,294
VILA SANTA INÊS,MOVA      ,294
CIDADE JÃšLIA,CEI INDIR   ,293
CONJUNTO PROMORAR RIO CLARO,CEI DIRET   ,293
JARDIM IMBÃ‰,CEI DIRET   ,293
JARDIM JAPÃƒO,CEI DIRET   ,293
JARDIM SANTA TEREZINHA PEDREIRA,CEI INDIR   ,293
PARQUE ARTUR ALVIM,CEI DIRET   ,293
VILA CAMPANELA,CEI DIRET,293
VILA EMA,EMEI        ,293
VILA GRACIOSA,CR.P.CONV   ,293
VILA ISABEL,CR.P.CONV   ,293
VILA SÔNIA,CR.P.CONV ,293
ITAQUERA,ESP CONV,292
JARDIM BOM REFUGIO,CCA,292
JARDIM IVANA,CCA,292
JARDIM LIBANO,CEI DIRET   ,292
JARDIM MONTE VERDE,CR.P.CONV   ,292
JARDIM TRUSSARDI,CCA,292
FAZENDA DO CARMO,MOVA      ,291
FAZENDA DO CARMO,MOVA        ,291
JARDIM ANHANGUERA,EMEI        ,291
JARDIM ROSSIN,CEI DIRET   ,291
VILA NIVI,CR.P.CONV ,291
VILA NIVI,CR.P.CONV   ,291
VILA PREL,CR.P.CONV ,291
VILA SANTA CATARINA,ESC.PART. ,291
CHÁCARA COCAIA,MOVA,290
JARDIM ANTARTICA,MOVA,290
JARDIM MATARAZZO,CR.P.CONV   ,290
JARDIM MORENO,CEI INDIR   ,290
JARDIM SÃƒO FRANCISCO,CEI INDIR   ,290
SAO MIGUEL,CEI INDIR,290
JARDIM IMBÃ‰,CR.P.CONV   ,289
JARDIM MITSUTANI,CR.P.CONV   ,289
PARQUE ALTO DO RIO BONITO,CEI DIRET   ,289
PARQUE AMÃ‰RICA,CR.P.CONV   ,289
PARQUE AMÉRICA,CR.P.CONV ,289
PARQUE BRISTOL,CEI INDIR   ,289
PARQUE SANTA MADALENA,CEI DIRET   ,289
VILA CARRÃƒO,CEI INDIR   ,289
BRAS,CCA,288
CHACARA SANTO ANTONIO,ESC.PART.,288
CHÃCARA INGLESA,CR.P.CONV   ,288
HIGIENOPOLIS,ESC.PART.,288
JARDIM SOUZA,CEI DIRET   ,288
VILA PROGRESSO,CEI DIRET   ,288
JARDIM JOAMAR,CR.P.CONV ,287
JARDIM LIDERANCA,CR.P.CONV   ,287
VILA SIMONE,MOVA        ,287
JARDIM ANA ROSA,CEI INDIR   ,286
JARDIM SANTA TEREZINHA ZONA LESTE,CEI DIRET   ,286
CIDADE NOVA HELIÓPOLIS,MOVA      ,285
JARDIM ETELVINA,CEI DIRET   ,285
JARDIM ROSANA,CEI DIRET   ,285
JARDIM SÃO JOÃO,CR.P.CONV ,285
JARDIM SÃƒO JOÃƒO,CR.P.CONV   ,285
JARDIM Ã‚NGELA (ZONA LESTE),CR.P.CONV   ,285
PARQUE BOA ESPERANCA,CEI DIRET   ,285
PARQUE SANTA AMELIA,CEI DIRET   ,285
PLANALTO PAULISTA,ESC.PART.,285
CHACARA FLORIDA,CCA,284
JARDIM COLORADO,CR.P.CONV   ,284
JARDIM PRUDÊNCIA,ESC.PART.,284
MOOCA,CEI DIRET   ,284
VILA MANGALOT,CR.P.CONV   ,284
VILA PRUDENTE,ESP CONV,284
CONJUNTO HABITACIONAL INÃCIO MONTEIRO,CEI DIRET   ,283
JARDIM ALTO ALEGRE SAO RAFAEL,CR.P.CONV   ,283
JARDIM DAS PEDRAS,CR.P.CONV   ,282
JARDIM SÃO CRISTÓVÃO,CR.P.CONV ,282
JARDIM SÃƒO CRISTÃ“VÃƒO,CR.P.CONV   ,282
JD. INGA,CCA,282
PARQUE NACOES UNIDAS,CR.P.CONV   ,282
VILA INACIO,CEI DIRET   ,282
VILA PEREIRA BARRETO,CCA,282
JARDIM ROMANO,CEI DIRET   ,281
JARDIM SOUZA,CR.P.CONV   ,281
VILA DO ENCONTRO,CEI INDIR   ,281
VILA GILDA,CR.P.CONV   ,281
VILA SANTO ESTÃ‰FANO,CR.P.CONV   ,281
BALNEÃRIO SÃƒO JOSÃ‰,CR.P.CONV   ,280
JARDIM NOVE DE JULH,CCA,280
JARDIM PRINCESA,CCA,280
JARDIM SAO JOAQUIM,CCA,280
LUZ,CCA,280
VILA LEOPOLDINA,CEI DIRET   ,280
VILA SOCORRO,EMEI        ,280
GUARAPIRANGA,MOVA      ,279
GUARAPIRANGA,MOVA        ,279
JARAGUA,CR.P.CONV   ,279
JARDIM SANTO ANDRE,MOVA        ,279
VILA JOANIZA,ESC.PART.,279
VILA MISSIONÁRIA,CR.P.CONV ,279
VILA QUINTANA,CEI INDIR ,279
JARDIM PANORAMA ZONA LESTE,EMEI        ,278
JARDIM VITÃ“RIA,CR.P.CONV   ,278
JARDIM CATANDUVA,CEI DIRET   ,277
JARDIM JAPÃO,EMEI      ,277
JARDIM JAPÃƒO,EMEI        ,277
JARDIM SAO CARLOS,MOVA        ,277
JARDIM SOARES,CR.P.CONV   ,277
CONJUNTO PROMORAR RIO CLARO,CEI INDIR   ,276
JARDIM BELCITO,CCA,276
JARDIM GILDA MARIA,CR.P.CONV   ,276
JARDIM SANTA ADELIA,CEI DIRET   ,276
PARQUE SANTO EDUARDO,CEI INDIR   ,276
PIRITUBA,MOVA,276
SANTA CECÍLIA,ESC.PART.,276
VILA ANTONIETA,CEI DIRET   ,276
VILA INAH,CR.P.CONV ,276
VILA PIRACICABA,MOVA      ,276
VILA PIRACICABA,MOVA        ,276
VILA SANTA LÚCIA,CR.P.CONV ,276
JARDIM CAMARGO NOVO,MOVA        ,275
JARDIM COIMBRA,CR.P.CONV   ,275
JARDIM D ABRIL,CEI DIRET   ,275
JARDIM INDAIÁ,MOVA,275
JARDIM SANTA TEREZINHA ZONA LESTE,MOVA        ,275
PARQUE VILA MARIA,CEI DIRET   ,275
VELEIROS,CEI DIRET   ,275
CIDADE NOVA SAO MIGUEL,CCA,274
JARDIM DAS LARANJEIRAS,CR.P.CONV   ,274
JARDIM IPANEMA,CCA,274
JARDIM PARIS,CCA,274
JARDIM PAULISTA,CR.P.CONV   ,274
JARDIM PRUDÊNCIA,CR.P.CONV ,274
JARDIM SANTA ADÃ‰LIA,EMEI        ,274
JARDIM SAO PAULOZONA NORTE,CEI INDIR   ,274
VILA 1 DE OUTUBRO,CCA,274
JARDIM SIPRAMAR,CR.P.CONV   ,273
VILA RICA,CR.P.CONV   ,273
VILA SANTA CATARINA,MOVA      ,273
CANGAÃBA,CR.P.CONV   ,272
CONJUNTO HABITACIONAL INACIO MONTEIRO,CR.P.CONV   ,272
FREGUESIA DO O,CCA,272
JARDIM ALVORADA,CR.P.CONV   ,272
JARDIM CAGUASSU,CEI DIRET   ,272
JARDIM LUCÃ‰LIA,CR.P.CONV   ,272
JARDIM PLANALTO,CEI DIRET   ,272
VILA MASCOTE,CR.P.CONV   ,272
VILA NHOCUNE,CR.P.CONV   ,272
CONJ HABIT PADRE MANOEL DA NOBREGA,CEI DIRET   ,271
FAZENDA CAGUACU,CR.P.CONV   ,271
JARDIM HELGA,CR.P.CONV   ,271
JARDIM VIVAN,CR.P.CONV ,271
JARDIM VIVAN,CR.P.CONV   ,271
JARDIM ÃRIS,CR.P.CONV   ,271
JARDIM ÍRIS,CR.P.CONV ,271
PARQUE TIETE,MOVA        ,271
VILA ANDRADE,CEI DIRET   ,271
VILA SERRALHEIRO,CR.P.CONV   ,271
JARDIM AUGUSTA,CR.P.CONV   ,270
JARDIM BÉLGICA,ESC.PART.,270
VILA NHOCUNE,CEI DIRET   ,270
CHÃCARA FLÃ“RIDA,CR.P.CONV   ,269
JARDIM SANTA TERESINHA,MOVA        ,269
SAÃšDE,CEI INDIR   ,269
SÃ‰,CR.P.CONV   ,269
VILA DA PAZ,CR.P.CONV   ,269
VILA MAZZEI,CR.P.CONV   ,269
VILA REGINA,CR.P.CONV   ,269
CONJUNTO RESIDENCIAL JARDIM CANAÃƒ,CR.P.CONV   ,268
INDIANÃ“POLIS,CEI DIRET   ,268
JARDIM DA GLÓRIA,CR.P.CONV,268
JARDIM DAS ROSAS,CCA,268
JARDIM ESMERALDA,CEI INDIR   ,268
JARDIM LUCELI,CCA,268
JARDIM SAO JORGE RAPOSO TAVARES,CR.P.CONV   ,268
VILA PRIMAVERA,CEI INDIR   ,268
CAPÃƒO DO EMBIRA,CEI INDIR   ,267
PARQUE SANTO AMARO,MOVA      ,267
PARQUE SAO JORGE,EMEI        ,267
VILA CAIÚBA,CR.P.CONV ,267
VILA MASCOTE,CEI INDIR   ,267
BELA VISTA,CEI DIRET ,266
BELA VISTA,CEI DIRET   ,266
CONJUNTO HABITACIONAL PADRE MANOEL DE PA,MOVA        ,266
JARDIM LEONOR,CR.P.CONV   ,266
PARAÍSO,MOVA,266
PARQUE BELEM,CCA,266
PARQUE DOM JOÃƒO NERI,CR.P.CONV   ,266
VILA JACUÃ,MOVA        ,266
VILA JOANIZA,CR.P.CONV,266
INSTITUTO DE PREVIDÃŠNCIA,CR.P.CONV   ,265
JARDIM ÃUREA,CR.P.CONV   ,265
INDIANOPOLIS,CCA,264
JARDIM MITSUTANI,CEI DIRET   ,264
JARDIM SANTA LUCRÉCIA,MOVA      ,264
JARDIM STO ANDRE,CR.P.CONV   ,264
JARDIM SÃƒO BENTO NOVO,CEI DIRET   ,264
SÃƒO JOÃƒO CLÃMACO,CEI DIRET   ,264
VILA HELIÃ“POLIS,CEI INDIR   ,264
VILA INACIO,MOVA        ,264
JARDIM NOEMIA,CR.P.CONV ,263
VILA BUARQUE,CR.P.CONV   ,263
IPIRANGA,CEI DIRET   ,262
JARDIM ITAPEMIRIM,CR.P.CONV   ,262
JARDIM SAO BERNARDO,CCA,262
JARDIM SAO BERNARDO,CEI DIRET   ,262
JARDIM UBIRAJARA,CR.P.CONV   ,262
PARQUE PAULISTANO,CCA,262
VELEIROS,CCA,262
VILA ISOLINA,CCA,262
VILA MARIA,CR.P.CONV ,262
VILA TERESINHA,MOVA        ,262
BUTANTÃƒ,EMEI        ,261
JARDIM MARIA SAMPAIO,CR.P.CONV   ,261
JARDIM MORAES PRADO,CR.P.CONV ,261
JARDIM MORAES PRADO,CR.P.CONV   ,261
JARDIM MORAIS PRADO,CR.P.CONV,261
JARDIM SAO JOAO SAO RAFAEL,CR.P.CONV   ,261
JARDINS RECANTO DAS ROSAS,CR.P.CONV ,261
JARDINS RECANTO DAS ROSAS,CR.P.CONV   ,261
PARAÃSO,EMEI        ,261
LAPA,ESC.PART.,260
LUZ,CR.P.CONV   ,260
PARQUE AMÃ‰RICA,CEI INDIR   ,260
VILA BRASILANDIA,CEI DIRET   ,260
VILA DOUTOR EIRAS,CR.P.CONV,260
VILA DOUTOR EIRAS,CR.P.CONV ,260
VILA SAO PAULO,ESC.PART.,260
CAMPOS ELISEOS,CR.P.CONV   ,259
CONJUNTO RESIDENCIAL PRESTES MAIA,CR.P.CONV   ,259
JARDIM MONTE ALEGRE,MOVA        ,259
JARDIM ROSELI,CEI DIRET   ,259
VILA ALABAMA,CR.P.CONV   ,259
VILA CALIFÃ“RNIA,CEI INDIR   ,259
VILA FÃTIMA,CEI DIRET   ,259
VILA NOVA YORK,CR.P.CONV   ,259
ALTO DA LAPA,CCA,258
BURGO PAULISTA,MOVA,258
INTERLAGOS,CCA,258
JARDIM DOMITILA,CCA,258
JARDIM IBIRAPUERA,CR.P.CONV   ,258
JARDIM VERA CRUZ(ZONA LESTE),CR.P.CONV   ,258
JARDIM VILA FORMOSA,CR.P.CONV   ,258
VILA IPOJUCA,EMEI        ,258
VILA PRUDENTE,CEI INDIR   ,258
VILA ZEFIRA,CR.P.CONV ,258
BALNEÃRIO SÃƒO FRANCISCO,MOVA        ,257
JARDIM CRISTÃLIA,MOVA        ,257
JARDIM JOÃƒO XXIII,CR.P.CONV   ,257
JARDIM PERI NOVO,CR.P.CONV   ,257
JARDIM ROSELI,CEI INDIR ,257
SAO MIGUEL PAULISTA,CR.P.CONV   ,257
BURGO PAULISTA,CCA,256
CONJUNTO HABITACIONAL BRIGADEIRO EDUARDO,CCA,256
JARDIM ESMERALDA,CCA,256
JARDIM PANORAMA D OESTE,CR.P.CONV   ,256
JARDIM RINCÃƒO,MOVA        ,256
VILA ODETE,CR.P.CONV   ,256
CONJUNTO HABITACIONAL BARREIRA GRANDE,CEI INDIR ,255
JARDIM IVA,CEI DIRET   ,255
PARQUE MARIA HELENA,CEI DIRET   ,255
CIDADE NITRO OPERARIA,CEI INDIR   ,254
JARDIM INDAIÃ,CR.P.CONV   ,254
JARDIM SILVA TELES,CR.P.CONV   ,254
PARQUE AMERICA,CEI DIRET   ,254
PARQUE DOROTEIA,CR.P.CONV   ,254
SÃTIO MORRO GRANDE,CR.P.CONV   ,254
TREMEMBÃ‰,CR.P.CONV   ,254
VILA MASCOTE,ESC.PART. ,254
JARDIM CAMBARA,CEI INDIR   ,253
JARDIM DAS CAMELIAS,CCA,252
JARDIM ETELVINA,CCA,252
PARQUE TAIPAS,CCA,252
VILA CONSTÃ‚NCIA,CEI DIRET   ,252
VILA LONDRINA,CCA,252
CAPELA DO SOCORRO,ESC.PART.,251
COLONIA,CR.P.CONV   ,251
JARDIM AVENIDA,CR.P.CONV   ,251
JARDIM DUPRAT,MOVA        ,251
PARQUE SÃƒO MIGUEL,CR.P.CONV   ,251
VILA GUMERCINDO,EMEI        ,251
VILA ROMANA,CEI INDIR   ,251
BALNEARIO MAR PAULISTA,CCA,250
JARDIM ALPINO,MOVA      ,250
JARDIM TRES CORACOES,CCA,250
SANTO AMARO,ESC.PART.   ,250
VILA DO ENCONTRO,ESC.PART.,250
VILA DOM PEDRO I,ESC.PART.,250
JARDIM MAIA,MOVA        ,249
JARDIM PÃ‰ROLA III,CR.P.CONV   ,249
JARDIM PÉROLA III,CR.P.CONV ,249
VILA CAMPO GRANDE,CR.P.CONV   ,249
VILA SANTA CATARINA,MOVA        ,249
BUTANTÃƒ,CR.P.CONV   ,248
CIDADE JÚLIA,MOVA,248
JARDIM DA SAÚDE,CR.P.CONV ,248
JARDIM MARÃLIA,CR.P.CONV   ,248
JARDIM PRESIDENTE,ESC.PART.,248
JARDIM VARGINHA,MOVA        ,248
PARQUE IPE,CCA,248
QUINTA DA PAINEIRA,CCA,248
JARDIM CABUCU,CEI INDIR   ,247
JARDIM NÃ‰LIA,MOVA        ,247
JARDIM NÉLIA,MOVA      ,247
PINHEIROS,CEI DIRET   ,247
VILA GUSTAVO,CR.P.CONV   ,247
VILA MADALENA,EMEI        ,247
VILA RÉ,CEI INDIR,247
CHÁCARA INGLESA,ESC.PART.,246
CONJUNTO HABITACIONAL BARRO BRANCO II,MOVA      ,246
CONJUNTO HABITACIONAL BARRO BRANCO II,MOVA        ,246
JARDIM DOS LAGOS,ESC.PART.,246
JARDIM FILHOS DA TERRA,CR.P.CONV   ,246
JARDIM MARTINI,CECI,246
JARDIM NOVO SANTO AMARO,MOVA      ,246
JARDIM NOVO SANTO AMARO,MOVA        ,246
JARDIM REPUBLICA,MOVA        ,246
JARDIM SANTA MONICA,CEI INDIR   ,246
PRAIA DO LEBLON,CR.P.CONV   ,246
CHACARA SANTO ANTONIO ZONA SUL,CR.P.CONV   ,245
SICILIANO,CEI DIRET   ,245
CONJUNTO PROMORAR ESTRADA DA PARADA,CCA,244
JARDIM DAS ROSAS IGUATEMI,CR.P.CONV   ,244
PLANALTO PAULISTA,EMEI        ,244
VILA ANASTACIO,EMEI        ,244
VILA HELIOPOLIS,CCA,244
VILA TERESINHA,CCA,244
CONJUNTO HABITACIONAL BARREIRA GRANDE,CEI INDIR   ,243
JARDIM DAS PALMAS,CEI DIRET   ,243
JARDIM FRATERNIDADE,CR.P.CONV ,243
JARDIM GUARUJÁ,MOVA,243
JARDIM LEÔNIDAS MOREIRA,CR.P.CONV ,243
VILA AMÃLIA (ZONA NORTE),CR.P.CONV   ,243
VILA PRADO,CR.P.CONV   ,243
ÁGUA BRANCA,CR.P.CONV ,243
ÃGUA BRANCA,CR.P.CONV   ,243
INDIANÃ“POLIS,EMEI        ,242
JARDIM CLIMAX,CCA,242
JARDIM DO COLÃ‰GIO,CR.P.CONV   ,242
VILA ARCO ÍRIS,CCA,242
VILA BERTIOGA,CR.P.CONV   ,242
